1000000,3,3,"['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Shower', 'K. Mandi Luar', 'Kloset Jongkok', 'Wastafel', 'Ember mandi', 'R. Tamu', 'Dapur', 'R. Jemur', 'Kulkas', 'Akses 24 Jam', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid', '-']"
1200000,2 ," 2,5","['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Kursi', 'Khusus karyawan', 'Shower', 'K. Mandi Luar', 'Kloset Jongkok', 'Wastafel', 'Ember mandi', 'R. Tamu', 'R. Makan', 'Dapur', 'R. Jemur', 'Kulkas', 'Akses 24 Jam', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid', '-']"
750000,3,3,"['Kasur', 'Lemari Baju', 'Shower', 'K. Mandi Luar', 'Kloset Jongkok', 'R. Jemur', 'Akses 24 Jam', 'Parkir Motor', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Kampus / Sekolah', 'Pusat belanja / Mall', 'Masjid', 'termasuk biaya listrik']"
1400000,2,3,"['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Maks. 2 orang/ kamar', 'K. Mandi Dalam', 'Kloset Duduk', 'Shower', 'R. Jemur', 'Parkir Motor', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Pusat belanja / Mall', 'Masjid', '-']"
2300000,3,4,"['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Bisa pasutri', 'Cleaning service', 'K. Mandi Dalam', 'Kloset Duduk', 'Shower', 'R. Jemur', 'Penjaga Keamanan', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid']"
3000000,3,3,"['Kasur', 'Lemari Baju', 'TV', 'AC', 'Meja', 'WiFi', 'Kursi', 'Kulkas', 'Cleaning service', 'Bantal', 'Cermin', 'Jendela', 'Ventilasi', 'K. Mandi Dalam', 'Kloset Duduk', 'Shower', 'Air panas', 'R. Tamu', 'R. Makan', 'Dapur', 'R. Santai', 'R. Jemur', 'R. Cuci', 'Mesin Cuci', 'Penjaga Keamanan', 'Kulkas', 'Dispenser', 'TV', 'R. Keluarga', 'Balcon', 'Akses 24 Jam', 'CCTV', 'Pengurus Kos', 'Parkir Mobil', 'Parkir Motor', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Pusat belanja / Mall', 'Masjid', 'Deposit 1.000.000 | ']"
1000000,2 ," 2,5","['Kasur', 'Lemari Baju', 'AC', 'WiFi', 'Khusus karyawan', 'Shower', 'K. Mandi Luar', 'Kloset Jongkok', 'Wastafel', 'Ember mandi', 'R. Tamu', 'R. Makan', 'Dapur', 'R. Jemur', 'Kulkas', 'Akses 24 Jam', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid', '-']"
800000,3,2.5,"['Kasur', 'Lemari Baju', 'Kipas Angin', 'Listrik Token', 'K. Mandi Luar', 'Kloset Jongkok', 'Bak mandi', '3 Kamar Mandi Luar perlantai', 'Dapur', 'Akses 24 Jam', 'K. Mandi Luar', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid']"
2000000,"2,2",4,"['Kasur', 'Lemari Baju', 'AC', 'Meja', 'WiFi', 'Maks. 2 orang/ kamar', 'K. Mandi Dalam', 'Kloset Duduk', 'Shower', 'Wastafel', 'cermin, rak sabun, Exhaust Fan', 'R. Tamu', 'R. Makan', 'Dapur', 'R. Jemur', 'R. Cuci', 'Penjaga Keamanan', 'Kulkas', 'Dispenser', 'TV', 'Akses 24 Jam', 'Tersedia gas dan kompor ', 'Parkir Mobil', 'Parkir Motor', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid']"
900000,3,2.5,"['Kasur', 'Lemari Baju', 'Kipas Angin', 'Listrik Token', 'K. Mandi Luar', 'Kloset Jongkok', 'Bak mandi', 'Dapur', 'Akses 24 Jam', 'K. Mandi Luar', 'Parkir Motor', 'Parkir Sepeda', 'Warung makan / Rumah makan', 'Mini market / Warung kelontong', 'ATM / Bank', 'Apotek / Klinik', 'Kampus / Sekolah', 'Halte Bus / Pos Ojek', 'Pusat belanja / Mall', 'Masjid']"
